rowid,pl_letter,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,pl_nnotes,k2_campaigns_num,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_rade_hom,pl_masse_hom,B_V,V_K,J_K,MV_abs,discoverymethod_Microlensing,discoverymethod_Radial Velocity,discoverymethod_Transit,pl_orbper_is_missing,pl_orbsmax_is_missing,pl_rade_is_missing,pl_radj_is_missing,pl_masse_is_missing,pl_massj_is_missing,pl_msinie_is_missing,pl_msinij_is_missing,pl_cmasse_is_missing,pl_cmassj_is_missing,pl_bmasse_is_missing,pl_bmassj_is_missing,pl_dens_is_missing,pl_orbeccen_is_missing,pl_insol_is_missing,pl_eqt_is_missing,pl_orbincl_is_missing,pl_tranmid_is_missing,pl_imppar_is_missing,pl_trandep_is_missing,pl_trandur_is_missing,pl_ratdor_is_missing,pl_ratror_is_missing,pl_occdep_is_missing,pl_orbtper_is_missing,pl_orblper_is_missing,pl_rvamp_is_missing,pl_projobliq_is_missing,pl_trueobliq_is_missing,st_teff_is_missing,st_rad_is_missing,st_mass_is_missing,st_met_is_missing,st_lum_is_missing,st_logg_is_missing,st_age_is_missing,st_dens_is_missing,st_vsin_is_missing,st_rotp_is_missing,st_radv_is_missing,sy_pm_is_missing,sy_pmra_is_missing,sy_pmdec_is_missing,sy_dist_is_missing,sy_plx_is_missing,sy_bmag_is_missing,sy_vmag_is_missing,sy_jmag_is_missing,sy_hmag_is_missing,sy_kmag_is_missing,sy_umag_is_missing,sy_gmag_is_missing,sy_rmag_is_missing,sy_imag_is_missing,sy_zmag_is_missing,sy_w1mag_is_missing,sy_w2mag_is_missing,sy_w3mag_is_missing,sy_w4mag_is_missing,sy_gaiamag_is_missing,sy_icmag_is_missing,sy_tmag_is_missing,sy_kepmag_is_missing,k2_campaigns_num_is_missing,pl_rade_hom_is_missing,pl_masse_hom_is_missing,B_V_is_missing,V_K_is_missing,J_K_is_missing,MV_abs_is_missing
3036.0,2,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.64638,0.06667999999999999,1.69,0.1507717,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,804.5,88.72,2456812.2777,2,0.0,0.4,0.14235,2.8571999999999997,18.1,0.027,0.0238,2457860.59,73.0,5.01,4.9,41.0,5300.0,0.561,0.88,0.0,1,-0.36021,4.5,4.7,1.729476,2.6,17.35,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.69,12.2,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3037.0,2,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.64745,0.1345,1.56,0.13917388,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,374.0,88.72,2456812.2759,2,0.0,0.4,0.14235,2.8571999999999997,55.85,0.029606,0.0238,2457860.59,73.0,5.01,4.9,41.0,3951.0,0.52,0.53,-0.3,0,-0.36021,4.5,4.7,1.729476,2.6,17.35,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.56,12.2,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3038.0,2,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,24.645013,0.06667999999999999,1.9,0.16950665,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,804.5,88.72,2456812.28,2,0.0,0.59,0.0916,3.61,18.1,0.02858,0.0238,2457860.59,73.0,5.01,4.9,41.0,3927.0,0.58,0.88,0.0,1,-0.36021,4.5,4.7,1.729476,2.6,17.35,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.9,12.2,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3039.0,2,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.6491,0.1405,1.644,0.14666786,2.1,0.00660731,34.9613,0.11,35.00279063,0.11013054,2.1,0.00660731,1,1.82,0.04,70.0,804.5,89.7,2456812.2784,2,0.0,0.31,0.14235,2.8571999999999997,55.9,0.0277,0.0238,2457860.59,89.0,0.61,4.9,41.0,5300.0,0.553,0.612,0.0,1,-0.36021,4.734,4.7,5.04,2.6,17.35,30.48024,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.644,2.1,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3040.0,2,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.64354,0.1399,1.85,0.16504595,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,3.3,344.0,89.12,2456812.2812,1,0.0,0.65,0.14235,3.633,42.2,0.03007,0.0238,2457860.59,73.0,5.01,4.9,41.0,3896.0,0.56,0.6,-0.32,0,-0.36021,4.72,4.7,1.729476,2.6,17.35,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.85,12.2,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3041.0,3,1.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,44.55603,0.2014,1.458,0.13007427,2.2,0.00692197,34.9613,0.11,35.00279063,0.11013054,2.2,0.00692197,1,2.69,0.091,1.44,305.2,89.82,2457271.78796,1,0.0,0.24,0.14235,2.8571999999999997,79.4,0.02449,0.0238,2457860.59,0.0,5.01,4.9,41.0,3844.0,0.546,0.549,-0.157,0,-1.23136,4.704,6.9,4.78,2.6,17.35,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.458,2.2,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3042.0,3,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,44.56115,0.06667999999999999,1.7,0.15166384,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,804.5,88.72,2456826.227,2,0.0,0.46,0.0731,4.04,18.1,0.02497,0.0238,2457860.59,73.0,5.01,4.9,41.0,3927.0,0.58,0.88,0.0,1,-0.36021,4.5,4.7,1.729476,2.6,17.35,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7,12.2,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3043.0,3,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,44.55612,0.06667999999999999,2.482,0.22048407,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,804.5,88.72,2457450.0137,1,0.0,0.15,0.14235,4.17,78.7,0.02484,0.0238,2457860.59,73.0,5.01,4.9,41.0,3920.0,0.550856,0.546024,0.0,1,-1.19008,4.6932,4.7,4.605353,2.6,17.35,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.482,12.2,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3044.0,3,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,44.55765,0.06667999999999999,1.61,0.14363458,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,1.5,300.0,88.72,2456826.2248,2,0.0,0.4,0.14235,2.8571999999999997,18.1,0.0252,0.0238,2457860.59,73.0,5.01,4.9,41.0,5300.0,0.561,0.88,0.0,1,-0.36021,4.5,4.7,1.729476,2.6,17.35,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.61,12.2,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3045.0,3,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,44.5574,0.06667999999999999,1.11,0.099,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,70.0,804.5,88.72,2456826.2286,2,0.0,0.4,0.0782,4.512,61.0,0.0273,0.0238,2457860.59,73.0,5.01,4.9,41.0,5300.0,0.371,0.88,0.0,1,-0.36021,4.5,4.7,1.729476,2.6,17.35,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.11,12.2,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3046.0,3,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,44.556456,0.2097,1.62,0.14452697,1.6,0.00503416,34.9613,0.11,35.00279063,0.11013054,1.6,0.00503416,1,2.1,0.097,1.6,312.0,89.788,2456826.22347,1,0.0,0.4,0.14235,2.8571999999999997,18.1,0.029606,0.0238,2457860.59,73.0,0.39,4.9,41.0,3835.0,0.6,0.62,-0.01,0,-0.36021,4.5,1.0,1.729476,2.6,40.71,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.62,1.6,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3047.0,3,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,44.5631,0.06667999999999999,1.52,0.13560532,7.5,0.02359752,34.9613,0.11,35.00279063,0.11013054,7.5,0.02359752,1,11.7,0.0,70.0,804.5,88.72,2456826.2232,2,0.0,0.4,0.14235,2.8571999999999997,18.1,0.029606,0.0238,2457860.59,73.0,1.91,4.9,41.0,3896.0,0.561,0.601,-0.32,0,-0.36021,4.72,4.7,1.729476,2.6,40.0,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.52,7.5,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3048.0,3,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,44.55646,0.06667999999999999,2.482,0.22048407,2.80006827,0.00881,34.9613,0.11,35.00279063,0.11013054,2.80006827,0.00881,1,5.62,0.0,70.0,804.5,89.788,2456826.22346,4,0.0,0.3,0.14235,2.8571999999999997,80.98,0.0244,0.0238,2457860.59,0.0,0.71,4.9,41.0,3896.0,0.561,0.601,-0.32,0,-0.36021,4.734,1.0,5.05,2.6,40.0,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.482,2.80006827,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3049.0,3,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,44.556456,0.06667999999999999,1.52,0.13560555,2.8,0.00880979,34.9613,0.11,35.00279063,0.11013054,2.8,0.00880979,1,5.62,0.0745,282.0,282.0,88.72,2456826.22347,2,0.0,0.4,0.14235,2.8571999999999997,18.1,0.029606,0.0238,2457860.59,73.0,5.01,4.9,41.0,3896.0,0.561,0.601,-0.32,0,-0.36021,4.734,4.7,1.729476,2.6,17.35,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.52,2.8,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3050.0,3,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,44.55983,0.2076,1.51,0.13471318,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,1.5,282.0,89.38,2456826.2288,1,0.0,0.67,0.14235,4.325,62.1,0.02453,0.0238,2457860.59,73.0,5.01,4.9,41.0,3896.0,0.56,0.6,-0.32,0,-0.36021,4.72,4.7,1.729476,2.6,17.35,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.51,12.2,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3051.0,3,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,44.5631,0.2076,1.52,0.14,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,1.51,804.5,89.68,2456826.2232,0,0.0,0.37,0.14235,3.98,78.7402,0.0248,0.0238,2457860.59,73.0,5.01,4.9,41.0,3896.0,0.561,0.601,-0.32,0,-0.36021,4.5,1.0,1.729476,2.6,17.35,32.6,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.52,12.2,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3052.0,3,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,44.5609,0.1833,0.96,0.08564546,12.2,0.0383853,34.9613,0.11,35.00279063,0.11013054,12.1,0.03807067,0,2.69,0.0745,0.8,804.5,88.72,2456826.2285,1,0.0,0.4,0.14235,4.04,18.1,0.0235,0.0238,2457860.59,73.0,5.01,4.9,41.0,3841.0,0.371,0.414,0.0,1,-0.36021,4.906,4.7,1.729476,2.6,17.35,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.96,12.2,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3053.0,3,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,44.5705,0.2086,1.53,0.13649746,11.1,0.03492433,34.9613,0.11,35.00279063,0.11013054,11.1,0.03492433,1,17.5,0.045,70.0,804.5,89.79,2456826.2272,2,0.0,0.359,0.14235,4.07,82.9,0.02495,0.0238,2457860.59,351.0,2.84,4.9,41.0,5300.0,0.553,0.612,0.0,1,-0.36021,4.734,4.7,5.04,2.6,17.35,30.48024,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.53,11.1,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3054.0,3,0.0,1.0,3.0,0.0,0.0,2015.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,44.55764,0.2097,1.65,0.14720314,1.8,0.0056634,34.9613,0.11,35.00279063,0.11013054,1.8,0.0056634,1,2.4,0.0745,70.0,804.5,88.72,2456826.2248,2,0.0,0.4,0.14235,2.8571999999999997,18.1,0.029606,0.0238,2457860.59,73.0,0.43,4.9,41.0,3835.0,0.6,0.62,-0.01,0,-1.15,4.66,1.0,4.95,2.6,40.4,8.203,172.3353708,-1.4551364,55.25008,264.98752,-4.37792,173.53343,122.2623054,94.0337,-78.1392,44.0727,22.661,13.527,12.168,9.421,8.805,8.561,15.7198,13.021,11.6746,10.9702,12.8219,8.443,8.424,8.322,8.251,11.4785,,10.5459,11.574,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.65,1.8,1.359,3.6069999999999993,0.8599999999999994,8.947151713733318,False,False,True,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
